id,object_id,qualification,roles,productionPlaces,maker_name
13758,8f37c7319e4b3d407f12,,painter,,Albert Jansz. Klomp
13759,8f399b31fff18913c1e0,mentioned on object,,,Enrico van Lint
13760,8f3b10cdc132c8071af8,mentioned on object,,The Hague,Adolphe Zimmermans
13761,8f3d7ddafcd1f6379532,,,,Francis Frith
13762,8f3df3cc73825fe06a91,,,Paris,G. Dangereux
13763,8f3fc2444898a4a8d46f,,print maker,,Ferdinand Ruscheweyh
13764,8f436090c29767e512b9,mentioned on object,print maker,Amsterdam,Daniël Veelwaard (I)
13765,8f46f484187e791520e2,attributed to,print maker,Netherlands,Johannes Jacobsz van den Aveele
13766,8f471507ff8d5252dc6e,mentioned on object,,,Stafhell & Kleingrothe
13767,8f4d7200d52837876207,attributed to,,Amsterdam,Johanna Margaretha Piek
13768,8f4e355e9df87c0c38a9,mentioned on object,,,Jan van Hoepen
13769,8f562511f54fa2a50ef6,attributed to,,Maastricht,anoniem (Monumentenzorg)
13770,8f5cabf347ce24f73acf,,painter,,Anton Mauve
13771,8f5cd78e80a9d4ebc4b7,,print maker,Northern Netherlands,Jan Luyken
13772,8f67fc223e070e1ce842,,painter,Dordrecht,anonymous
13773,8f694b71bf97e52c538c,mentioned on object,print maker,,Aegidius Sadeler
13774,8f6c872ecec56fdc3302,,,Netherlands,Albert Kapteyn
13775,8f6fbb7c06d801115246,,,Amsterdam,Cor Jaring
13776,8f6fe39854f89851b74b,mentioned on object,print maker,Italy,Johann Sadeler (I)
13777,8f77b9a6d6d69225ec21,mentioned on object,print maker,Germany,Johann Sadeler (I)
13778,8f7ea2f33a506eba56c7,mentioned on object,,Antwerp,Joseph Maes
13779,8f7fb4ac83f1c987ee69,,painter,,Pieter Lastman
13780,8f81d50dd1052b098b08,,,Surabaya,Herman Salzwedel
13781,8f85da8582c6b7461e05,mentioned on object,,Birmingham,Joseph Norris
13782,8f85f177c7557010c011,,print maker,Low Countries,anonymous
13783,8f874e05e947076fbd61,,print maker,Cologne,Frans Hogenberg
13784,8f8d596b38678b5d2b32,signed by artist,print maker,Netherlands,Carel Lodewijk Dake
13785,8f8edd2a2c82855b847c,mentioned on object,print maker,Amsterdam,Bernard Picart
13786,8f8f5d0e45652243a286,mentioned on object,,Paris,Erwin Hanfstaengl
13787,8f8fdd7f93c9f87ff598,mentioned on object,print maker,Antwerp,Nicolaes de Bruyn
13788,8f914eafc9d4a8c443a9,mentioned on object,print maker,Germany,Johann Theodor de Bry
13789,8f938dac0bf0e8f0d988,mentioned on object,,The Hague,De Lavieter & Co.
13791,8f949cb4db3d396557a3,possibly,,Schagen,A.J.M. Mulder
13790,8f949cb4db3d396557a3,attributed to,,Schagen,anoniem (Monumentenzorg)
13792,8f9753271dcdaaec29a1,,,Netherlands,anonymous
13793,8f9b45591887798e6e96,,print maker,Haarlem,Philips Galle
13794,8f9db395088fb9144ce3,follower of,print maker,Netherlands,Rembrandt van Rijn
13795,8fa4fc5f20e856a765c9,,painter,,Peter Paul Joseph Noël
13796,8fa56197ef5495f1d1b1,,print maker,Northern Netherlands,Theodoor Koning
13797,8fa5b6f62e808cba79aa,,,,H. Ekama
13798,8fa99b8ec735298ba704,mentioned on object,print maker,,Daniël Veelwaard (I)
13799,8fb0cb661fd4d2e36fca,,,,Willem Diepraam
13800,8fb38ac76110a6a945d1,mentioned on object,,,Wilhelm von Boeckmann
13801,8fb600626809b5a8b618,,,Germany,Waldemar Titzenthaler
13802,8fb6e41dd6eef14e0cd2,,,unknown,anonymous
13803,8fb72ea5636990767037,,print maker,,Aegidius Sadeler
13804,8fba009130270051dd03,,,Surabaya,Herman Salzwedel
13805,8fbbd5a6980a37b1a190,mentioned on object,print maker,Amsterdam,Jacob de Gheyn (II)
13806,8fbd4e780b0faf491103,mentioned on object,print maker,,Andries Vaillant
13807,8fc31c6697e31aa07b37,,print maker,Amsterdam,Jan Luyken
13808,8fc37032e4b6af35a6e8,,,,anonymous
13809,8fc7fa8f8476d5cdca4d,,print maker,unknown,Johannes Glauber
13810,8fc8a127cc1dcc3752ec,mentioned on object,print maker,Northern Netherlands,Adriaen Schoonebeek
13811,8fc8f91af52566f1a03d,,print maker,Cologne,Crispijn van de Passe (I)
13812,8fc9f1006adddd8f4f6d,,,,Atelier Kurkdjian
13813,8fce234f16b1a5093bad,workshop of,print maker,Amsterdam,Bernard Picart
13814,8fceb14be34a0fb87761,,painter,,Jacob de Gheyn (II)
13815,8fcf4d8c4baeb08e6222,mentioned on object,print maker,,Jan Veenhuysen
13816,8fcf91ecec42a4346a71,mentioned on object,painter,,Edwaert Collier
13817,8fd07dd22742015ae884,mentioned on object,,,Fratelli Alinari
13818,8fd0b5ba68f41cbfc8ea,mentioned on object,,,Hanns Hanfstaengl
13819,8fd69cff9a0b3c9a82f8,mentioned on object,print maker,Amsterdam,Johann Heinrich Maria Hubert Rennefeld
13820,8fd7c2c1c339e3ce8f78,mentioned on object,print maker,Haarlem,Willem Thibaut
13821,8fda4555fc51225757e0,mentioned on object,,,Johann Friedrich Stiehm
13822,8fdcc02a4d820fef1c68,,print maker,,anonymous
13823,8fde89d7dea611a3846e,mentioned on object,print maker,unknown,Johann Sadeler (I)
13824,8fdfb4db537333b378af,,print maker,Antwerp,Pieter van der Heyden
13825,8fe3039a89a4b21a3c9b,mentioned on object,,,Kornelis Willem Schorteldoek
13826,8fe6ce19e5852138eb3c,,painter,,Gerard van Honthorst
13827,8fec7436d29b499b9003,,,,Hippolyte Arnoux
13828,8fed82e0f15ab0dc9405,,,Suriname,Théodore van Lelyveld
13829,8ff4e3154862124f1992,,painter,Antwerp,Anthony van Dyck
13830,8ff585f3363eed81cd32,mentioned on object,,,Theodor Creifelds
13831,8ff636eea52a77bbac28,mentioned on object,print maker,Amsterdam,Abraham Rademaker
13832,8ff8cf13e034b0844dd6,attributed to,print maker,Northern Netherlands,Pieter van den Berge
13833,8ffdc16688448e65a675,mentioned on object,print maker,Amsterdam,Bernard Picart
13834,900012af66a2dccc23c0,,,,Giorgio Sommer
13835,9000e2dfdc2914e2c1a9,,,Netherlands,Jacob Olie jr.
13836,90039d3275b2b3c60c4d,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
13837,90050bfbd0be0257bd5b,,,unknown,anonymous
13838,900af3f54448495f3291,mentioned on object,,Northern Netherlands,Adriaen van de Velde
13839,900b335a696d6262d816,,,,Geldolph Adriaan Kessler
13840,900d11d1672221dffa5e,,,,anonymous
13841,900efacab8b83499e34f,,,,Johann Sadeler (I)
13842,900f3785e709fe7c8af8,copy after,painter,,Jan Willem Pieneman
13843,901019dceffac8496dda,mentioned on object,print maker,Antwerp,Paulus Pontius
13844,9010690854b9b2837783,,,Netherlands,anonymous
13845,90113ebda0d893a5d4e2,attributed to,,Amsterdam,Barend Groote & Co.
13846,9016614bd134b3541e26,mentioned on object,print maker,Amsterdam,Abraham Rademaker
13847,901815e6eaf2b7f35c32,,print maker,Netherlands,anonymous
13848,9018da5c35dbbca93379,,painter,,Jacob Maris
13849,9019188f4d14f11c9041,mentioned on object,print maker,Amsterdam,Abraham Rademaker
13850,901b9855ae5556e85adc,mentioned on object,print maker,,Johann Sadeler (I)
13851,901cf5168fc352598475,mentioned on object,print maker,Germany,Heinrich Aldegrever
13852,90216449a5ae8380fae4,possibly,,,Charles Clifford
13854,9021ce89e5640383eedb,possibly,,,A.J.M. Mulder
13853,9021ce89e5640383eedb,attributed to,,,anoniem (Monumentenzorg)
13855,9023761e7cab7315b94c,circle of,,Netherlands,Adolphe Burdet
13856,90244474d8ac838a710e,mentioned on object,print maker,Antwerp,Paulus Pontius
13857,9025ad24e1056710a4bd,,,Venice,Carlo Ponti
13858,90297abaf800e90a5580,,,,Willem Diepraam
13859,9029d41c48c417a78773,mentioned on object,print maker,Amsterdam,Jan Frederik Christiaan Reckleben
13860,902d19a8332d3b918f06,,print maker,,anonymous
13861,90311853515b4adc48f4,mentioned on object,print maker,,Daniël Veelwaard (I)
13862,9033605d86e3fd6d401b,mentioned on object,,Amsterdam,Hübner & Van Santen Roeloffzen
13863,9033f7361dfadd5f84aa,,print maker,,Daniël Veelwaard (I)
13864,903502d05763d535c2c9,,print maker,,Theodorus van Kessel
13865,903574492e5e03c874bb,mentioned on object,print maker,Northern Netherlands,Simon Frisius
13866,9035f89786c3ee73723e,,painter,,Adolphe Joseph Thomas Monticelli
13867,90366f54df1edde287f1,mentioned on object,print maker,Netherlands,Jan Edelinck
13868,9039d3295c9b275a053e,,print maker,Northern Netherlands,anonymous
13869,903a250b4777fd5ef502,mentioned on object,print maker,Northern Netherlands,Henrick Rochuszn van Dagen
13870,903b671bb19b6595d43c,mentioned on object,,Utrecht,Abraham A. Vermeulen
13871,903cdcc7d7ce062e7fe7,mentioned on object,print maker,Northern Netherlands,Isaac Sorious
13872,903db5576889c5ede3e8,mentioned on object,painter,,Johannes Franciscus Hoppenbrouwers
13873,90418bc469d68c97fa83,attributed to,print maker,unknown,Aegidius Sadeler
13874,904286e860a0a1db1dc8,circle of,,Switzerland,Geldolph Adriaan Kessler
13875,9045ca752526525c8a38,mentioned on object,print maker,Netherlands,Jacobus Cornelis Gaal
13876,904a2fbeb8ad5fc3688a,,,Java,Woodbury & Page
13877,904d5ad2b08085d389b0,,painter,,Gerard de Lairesse
13878,9053424baca5d0941c56,mentioned on object,,Netherlands,Richard Tepe
13879,905414a5ec27b470c79a,,,unknown,anonymous
13880,90548e1c8f79cfa564d0,,,Haarlem,anonymous
13881,905620ea15a051ec7b07,workshop of,print maker,Netherlands,Jacob de Gheyn (II)
13882,90564139a64969330e6a,mentioned on object,print maker,Antwerp,Paulus Pontius
13883,90574d2c163f6ab68ed2,attributed to,,Great Britain,Henry Pauw van Wieldrecht
13884,90582fb29d9242b3f5d9,,painter,,Jan Maurits Quinkhard
13885,905869e4ceef0057e6c8,,,Netherlands,Geldolph Adriaan Kessler
13886,905a29fb3856218d67b6,,,,anonymous
13887,905ba42c6817a7c3cd24,mentioned on object,print maker,Amsterdam,Pieter van den Berge
13888,905be14495e24ca12256,,,,anonymous
13889,905c857d0fbd99195099,mentioned on object,print maker,Netherlands,Johannes Christiaan Bendorp
13890,905c945ae15410c82606,,painter,,Charles Rochussen
13891,905d554d55865607d178,mentioned on object,,Brussels,Lyon Cerf
13892,905f99c3acffd92e74aa,rejected attribution,painter,,Frans Pourbus (II)
13893,905f99c3acffd92e74aa,,painter,Southern Netherlands,anonymous
13894,90624debdd4091f381d0,,,Batavia,Woodbury & Page
13895,9066884a07066b51d044,,print maker,Antwerp,Johann Sadeler (I)
13896,906739b3bcb3f6b21ebe,,,England,anonymous
13897,9067bd2e94fc736d8f48,circle of,,Netherlands,Adolphe Burdet
13898,90698bbd5a32400e6cdb,,painter,,Alberto Pasini
13899,906be8b9e3021b16f33f,attributed to,,,Alfredo Noack
13900,906d61dc323fda29fd85,mentioned on object,,Amsterdam,H. van der Zijl
13901,907406f786f631de3f37,copy after,painter,Netherlands,Ferdinand Bol
13902,90775e765d7ab50b09d6,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
13904,907985eca9403020168c,copy after,print maker,,Aegidius Sadeler
13903,907985eca9403020168c,,painter,Low Countries,anonymous
13905,908244e2cface94185ef,mentioned on object,print maker,Amsterdam,Geertruydt Roghman
13906,9088e59ae3dafa12daff,,publisher,,Gerard Valck
13907,908c895dfd9e1f3c9845,mentioned on object,,Switzerland,Giorgio Sommer
13908,908e726f6b5b1cec0b05,workshop of,print maker,Amsterdam,Bernard Picart
13909,909189a83af88ab44ce3,,painter,,Johann Georg Schwartze
13910,9093171c2ee27ef1eeb9,,painter,,Willy Martens
13911,9093fbfd2e2a8dae2455,,intermediary draughtsman,,Juste Aurèle Meissonnier
13912,9094141f0c4644b11109,mentioned on object,print maker,Rome,Albertus Clouwet
13913,909b7ac6fc7f6283ba6b,,,,anonymous
13914,909cdf87a4e8059c01ca,mentioned on object,,Amsterdam,Cor Jaring
13915,909d27b8e67350d030a8,,painter,,Ferdinand Bol
13916,90a196887613d0ec2dc5,,,Rome,anonymous
13917,90a5ad102793fbeae65c,mentioned on object,print maker,,Gerard Valck
13918,90a9e7dbc69daa065f5e,mentioned on object,,The Hague,Henri Pronk
13919,90aea0918017426b27d2,,print maker,Amsterdam,Cornelis Ploos van Amstel
13920,90b2e3c49f08110dfced,mentioned on object,,,L. Subercaze
13921,90b4b08d276ccee0f701,mentioned on object,,Haarlem,Jan George Mulder
13922,90b6617ad0d2013aed1b,signed by artist,painter,,Cornelis Kruseman
13923,90b7e64cd1a725013b99,signed by artist,print maker,Amsterdam,Cornelis Ploos van Amstel
13924,90b804317d9051ba4df3,,print maker,Cologne,Crispijn van de Passe (I)
13925,90b982a6dfcf97035c42,,,,Giorgio Sommer
13926,90c850c5789bc557673d,mentioned on object,,,Eduard Fuchs
13927,90cd35fdb0fe9533740a,copy after,painter,Batavia,anonymous
13928,90d37a5651b4d525f869,,painter,,Jan Weenix
13929,90d695bef8a8419161a2,mentioned on object,print maker,unknown,Aegidius Sadeler
13930,90d6a430eb422e84fa93,,painter,,Isaac van Ostade
13931,90d75d70b9c1ccc591ac,mentioned on object,,The Hague,Wilhelm Frederick Antonius Delboy
13932,90dad732e6c685c7bba3,,,,anonymous
13933,90dd00524d4577aca996,,print maker,,anonymous
13934,90df5d0b293276854250,mentioned on object,print maker,unknown,Carl Cristiaan Fuchs
13935,90e053454ccc83127114,attributed to,,Maastricht,anoniem (Monumentenzorg)
13936,90e0903d16c905a85949,,painter,,Pierre Louis Dubourcq
13937,90e1bd06933aee6ec11a,,print maker,Utrecht,Crispijn van de Passe (I)
13938,90e4ab40456b859a0a41,,,Suriname,Willem Diepraam
13939,90e91123ca457ba302cd,,,Paris,G. Dangereux
13940,90ea5c1d6971a461197d,,painter,,Nicolaas Pieneman
13941,90ec39b81ce496cad1d8,mentioned on object,print maker,Utrecht,Hermanus Jan Hendrik van Rijkelijkhuysen
13942,90ee26c3525f9ef36bf4,mentioned on object,print maker,Netherlands,Petrus Johannes Arendzen
13943,90faf4e4a6f3e87af02c,,print maker,Utrecht,Hermanus Jan Hendrik van Rijkelijkhuysen
13944,90fbf9ff923a24d9f621,,,Netherlands,Nicolaes Pietersz. Berchem
13945,90ff83172f5baa3cb0f8,mentioned on object,print maker,Amsterdam,Jan Harmensz. Muller
13946,910059f936f1b5bb5f7b,mentioned on object,,London,John George Kirby
13947,91028be9ba7cb604f129,mentioned on object,print maker,The Hague,Crispijn van den Queborn
13948,9103859ba1daf1d8581f,,,,anonymous
13949,9105d13677191fd701a5,attributed to,,,Willem Frederik Piek Jr.
13950,910641b76db759a42892,,print maker,Northern Netherlands,anonymous
13951,91070488d7c66ea0fd04,,,,Giorgio Sommer
13952,9109e17f803efeba8788,,,,Juan Laurent
13953,910f042db7bbbe2ec7c3,,,,anonymous
13954,91101305577e605b23f1,mentioned on object,,,Abraham Salomon Weinberg
13955,9110b4d4dde7a56158c0,mentioned on object,print maker,Antwerp,Johann Sadeler (I)
13956,9112f5fd0f21ff667881,,print maker,,Caspar Luyken
13957,91136dfb0da3f531559a,possibly,,Suriname,Theodoor Brouwers
13958,91137286277afd25fd71,attributed to,print maker,Haarlem,Dirck Volckertsz. Coornhert
13959,911571d4222bd5b8c75b,,print maker,Amsterdam,Pieter Nolpe
13960,911676e486581790169d,possibly,,Spain,Juan Laurent
13961,91178fedfa229095e43e,mentioned on object,,Paris,Félix-Jacques Moulin
13962,91180efee02d32c4c581,attributed to,,Venice,Johanna Margaretha Piek
13963,9123ab621b73bb938632,mentioned on object,print maker,Amsterdam,Caspar Jacobsz. Philips
13964,912498a6ad93dd1ba106,mentioned on object,,The Hague,Franz Hanfstaengl
13965,912b4fc6f91b3ebebaa5,mentioned on object,print maker,Netherlands,Theodor de Bry
13966,912f588bcb6cc8a37558,mentioned on object,print maker,Amsterdam,Catharina Questiers
13967,9130c5916783d6c3cd15,mentioned on object,print maker,Amsterdam,Johann Heinrich Maria Hubert Rennefeld
13968,9132a229c7291f6d97fe,,print maker,,Ferdinand Ruscheweyh
13969,913f64689a9a024cbe09,,print maker,Low Countries,anonymous
13970,913fff3a931a7b6faa15,mentioned on object,print maker,,Daniël Veelwaard (I)
13971,9140ca3f050a0f90b0e1,,,,Charles Thurston Thompson
13972,9151146b0418ec4583ef,,painter,,Harmen Steenwijck
13973,9152d532f9bedfaf0bb3,mentioned on object,print maker,Antwerp,Erasmus Quellinus (II)
13974,9153569fedb5692d61d2,mentioned on object,,France,Bisson Frères
13975,9156c3ce6fc8d06f0937,,print maker,Amsterdam,Abraham Allard
13976,915afaa7e02af31e0588,,,Netherlands,anonymous
13977,915bd50b3305b8555fc4,attributed to,,,anoniem (Monumentenzorg)
13978,915bd50b3305b8555fc4,possibly,,,A.J.M. Mulder
13979,915c732a1554fb114dc9,,,,anonymous
13980,91632c908760eb1f173d,mentioned on object,print maker,Haarlem,Esaias van de Velde
13981,91640717232129da18c9,mentioned on object,,,Zangaki
13982,91666307b7fe876e22db,,,Suriname,Théodore van Lelyveld
13983,916787eff4508404e776,,,Suriname,Willem Diepraam
13984,91683976e598974e8f97,,,unknown,anonymous
13985,9170c699524f00846b71,attributed to,painter,,Willem van Diest
13986,9170f40ba674c77c74a1,mentioned on object,,,Anders Anderzon
13987,91745c50c930f3a2b049,,print maker,Amsterdam,Jan Luyken
13988,91747cfacf5590af35a0,attributed to,,Netherlands,Johanna Margaretha Piek
13989,9175132036b925225715,attributed to,,Suriname,Augusta Curiel
13990,91796f0b0b087fc34a58,,,,Giorgio Sommer
13991,91818486f70f6c18e45c,mentioned on object,print maker,Northern Netherlands,Sieuwert van der Meulen
13992,9188f516f97a35a887b5,mentioned on object,print maker,,Philippus Velijn
13993,918af5eb0b75dbef66eb,mentioned on object,,,Francis Edmond Currey
13994,918be2c2861d5a5a6fb7,,,,Unis France
13995,9193c2e8f44141bcf294,,,France,anonymous
13996,91984954361b9887d872,attributed to,,Amsterdam,Munnich & Ermerins
13997,91985fcca9f8b89e0655,,,,anonymous
13998,91985fcca9f8b89e0655,mentioned on object,publisher,Paris,Vérascope Richard
13999,91991451de41ae18f350,mentioned on object,,,Louis Huguet
14000,919a9205f739927893cc,,,,anonymous
14001,919b459b10727b47bc29,attributed to,,Netherlands,Richard Tepe
14002,919b4a7c91f723908d15,mentioned on object,,,Kornelis Willem Schorteldoek
14003,919c8c1dde5de37512d8,mentioned on object,print maker,Paris,Theodoor van Thulden
14004,919d02240991cf893b99,,,,L. Heldring
14005,919f08076ed6495871f9,mentioned on object,,,G. Lekegian & Co.
14006,91a032bee584135f4f5d,,,Great Britain,Stephen Thompson
14007,91a5fef9e8ebf7db49b8,,print maker,,Aegidius Sadeler
14008,91a772c460fb481e881d,,,Suriname,Willem Diepraam
14009,91abad004990ee6924c4,mentioned on object,print maker,Cologne,Raphaël Sadeler (I)
14010,91b0eb888450f5be19e5,,painter,,Lourens Alma Tadema
14011,91b40608d5c06fed81a0,mentioned on object,print maker,Leiden,Bartholomeus Willemsz. Dolendo
14012,91b41235b5d45d1b4c58,mentioned on object,,France,frères Seeberger
14013,91b62f4aeb33cde18324,manner of,painter,,Adriaen van der Werff
14014,91b6c294ca2a114c53fd,workshop of,print maker,Amsterdam,Bernard Picart
14015,91ba7464156002654957,,print maker,Cologne,Crispijn van de Passe (I)
14016,91bb90cda5b5bcdb77d1,,,,anonymous
14017,91bc62d621d133441b94,,print maker,Italy,Agostino Carracci
14018,91bf8e8e0eee7bb70899,,painter,,Caesar Boëtius van Everdingen
14019,91c1dabd9cb321aa04cf,,print maker,,Aegidius Sadeler
14020,91c3fd6c257d22708ae9,mentioned on object,,Amsterdam,Kameke
14021,91c48ee4b89fea59df03,attributed to,print maker,Italy,Giulio Sanuto
14022,91c65e7b7c64fad904e7,,,Utrecht,A.A. Vermeulen & Co.
14023,91c77e48ba15d87358af,,print maker,Antwerp,Paulus Pontius
14024,91ceae6ea31f7a4c4805,,painter,,Dirck van Delen
14025,91d64160f5c5a676d193,,,Paris,G. Dangereux
14026,91d813f10eee8918c4e1,,,,Maurits Verveer
14027,91d82e084466dc5c080d,mentioned on object,print maker,Amsterdam,Jacob van der Schley
14028,91df013925d419199a2d,,,,Geldolph Adriaan Kessler
14029,91e4ea732f9c09de307d,,,,L. Heldring
14030,91e8748164402d3a3a9f,,painter,,Cornelis Kruseman
14031,91e9aad806ea2dcc93da,,,Netherlands,anonymous
14032,91ea7d1ba3632b43b220,,,,anonymous
14033,91ee991e6b0c11c2697c,,,Antwerp,Johann Sadeler (I)
14034,91ef68eb5e2a8065bf95,mentioned on object,,Switzerland,Photoglob & Co.
14035,91f5049ed005b12ae767,,print maker,Netherlands,anonymous
14036,91f5e8813d5468cfb378,mentioned on object,print maker,Germany,Johann Theodor de Bry
14037,91fc1f1bc0057c6aa65b,,,Amsterdam,Albert Greiner
14039,91fc4df4ec51b733ecff,mentioned on object,,,Juste Aurèle Meissonnier
14038,91fc4df4ec51b733ecff,mentioned on object,print maker,Paris,Gabriel Huquier
14040,91fdd23e9253fafb6a53,copy after,painter,Batavia,anonymous
14041,91fee517b5214aacc5ae,,print maker,Netherlands,Theodorus de Roode
14042,9200b7533cd686014ee6,possibly,,France,Henry Pauw van Wieldrecht
14043,920275f3e690fbb0101f,,,Sumatra,Heinrich Ernst & Co
14044,9206cb5a8bfdbd108fee,mentioned on object,print maker,Antwerp,Paulus Pontius
14045,9207acbaff496ee09375,mentioned on object,,,James Valentine
14046,9208b7ff396d4c9dff2f,,,China,anonymous
14047,92098269a0397eee8ce2,,,Indonesia,Jan Banning
14048,920edeee5f61a153ae55,possibly,,Netherlands,Geldolph Adriaan Kessler
14049,920f44c3a41adb69355b,mentioned on object,print maker,Netherlands,Johannes Christiaan Bendorp
14050,920f6bdd6a27669077b0,mentioned on object,print maker,Italy,Johann Sadeler (I)
14051,92135e71da8fa04fc62e,,,,Jannes Linders
14052,92144e12beeb66aa8447,,print maker,,anonymous
14053,9214831e1dcda3fee983,,painter,,Gillis Claesz. de Hondecoeter
14054,9218ab38ca555f718a77,,,,L. Heldring
14055,921977a15a9438825aac,,,,anonymous
14056,9219e5069ec98237a6fd,mentioned on object,painter,,Guillaume Anne van der Brugghen
14057,921a2bed349b5ffe9251,,print maker,,Louis Desplaces
14058,921c26060c3135af48a5,mentioned on object,painter,,Willem van Konijnenburg
14059,92201e611b8acafd11a4,,,,Carl J. Kleingrothe
14060,9224b99d7942b5852d20,,,,Geldolph Adriaan Kessler
14061,9225116980bd0a20de4b,,painter,,Camille Corot
14062,92288a191825750bc9e6,,,,Hippolyte Wouwermans
14063,92288fe19deb9e20bfe2,mentioned on object,,Surabaya,Ohannes Kurkdjian
14064,9228c96472f96440e032,,,,Geldolph Adriaan Kessler
14065,922ccdbfc82a97172c1e,,,Pompeii,anonymous
14066,9234abfcbcff31ab8736,,,unknown,anonymous
14067,923704cbda882ef1e1a3,,painter,,Gerard de Lairesse
14068,923722394717d13dac54,,,,Jannes Linders
14069,9240d1028b5e3bf4f677,mentioned on object,,Norway,Knud Knudsen
14070,9246827229d94686f007,,,Netherlands,Richard Tepe
14071,9248451157d15bca8927,mentioned on object,print maker,Antwerp,Cornelis Galle (II)
14072,924d2f2d317b1865f94d,,print maker,England,anonymous
14073,924fc2cf24480f7114f4,mentioned on object,print maker,Germany,Johann Theodor de Bry
14074,924fec15555d79cee736,mentioned on object,print maker,Antwerp,Schelte Adamsz. Bolswert
14075,9250bf1f7e7587ac5448,,,Netherlands,Richard Tepe
14076,9255d8503c4ebe93e271,workshop of,print maker,Cologne,Frans Hogenberg
14077,925b2b7408d35adf460c,possibly,,,Jean Baptiste August Kessler
14078,9262a15ff5aa6adf46fc,,,Pompeii,anonymous
14079,9262f555a81c4700f2a2,,print maker,Netherlands,Willem Roelofs (I)
14080,92663667ed6b2eee181b,copy after,painter,Low Countries,anonymous
14081,92682a7d818528a0c22e,,painter,Holland,anonymous
14082,926b820d9351aa08d024,mentioned on object,,Amsterdam,Wegner & Mottu
14083,9273d0886212b10bde2e,,print maker,Northern Netherlands,anonymous
14084,928415449d2bb2165ead,,print maker,France,anonymous
14085,9287c284d4414363f4e7,mentioned on object,print maker,Antwerp,Schelte Adamsz. Bolswert
14086,928d0b0d0aef14df532d,mentioned on object,print maker,Venice,Johann Sadeler (I)
14087,92908614d54cc1085e51,mentioned on object,print maker,Rotterdam,Hendrik Roosing
14088,9292ea801cdcff69364c,,print maker,,Jean Vaillant
14089,9295c6700d21d6d39538,mentioned on object,painter,,Johann Friedrich August Tischbein
14090,9297877724ed4ec63a1d,,,Amsterdam,Coen Tasman
14091,92989e33c3a68954dbd2,after,painter,Low Countries,Peter Paul Rubens
14092,92995b074e8ec9bb6ec3,circle of,,Japan,Jan Adriani
14093,9299de38bfa6f6d5f1ed,mentioned on object,painter,,Aelbert Cuyp
14094,929aa2fe6b65aa356ae4,mentioned on object,print maker,,Raphaël Sadeler (II)
14095,929ca0bbb786e2a2022c,attributed to,painter,Leiden,Aertgen Claesz van Leyden
14096,929d540594e2072fd2f3,,print maker,,Leonardus Valck
14097,929e8d8ca6f41bf86dcc,,painter,,Eduard Karsen
14098,92a086e60fed1348be11,,,unknown,anonymous
14099,92a0f03b551d5292cb76,mentioned on object,,,Bonfils
14100,92a2f8062c36a5b30879,,,Suriname,Théodore van Lelyveld
14101,92a461bfe92206f5760c,attributed to,,Maastricht,anoniem (Monumentenzorg)
14102,92a4b83b1091ae32432d,mentioned on object,print maker,Amsterdam,Coenraet Decker
14103,92a592b4483f9346ab34,mentioned on object,,,Alinari
14104,92a5a780e6968fbdeb5c,workshop of,print maker,Amsterdam,Bernard Picart
14105,92a782ca9bc32e7329b7,,,"Dutch East Indies, The",Woodbury & Page
14106,92aa66c17eee75fbb29d,circle of,painter,,Vittore Ghislandi
14107,92b0a58cb481da931f9d,,,,anonymous
14108,92b5f01942f2b39c9396,,painter,London,Jan Willem Pieneman
14109,92b6b942c2a97f7f387b,,painter,,Gerard de Lairesse
14110,92bc9001d4b9694a9150,mentioned on object,,Middelburg,Jan Wendel Gerstenhauer Zimmerman
14111,92bdf1470543500edec4,mentioned on object,,,Henri Beck
14112,92bf007ab9b1b79e4cac,mentioned on object,,Den Bosch,Leonard Stollenwerk
14113,92c2f71f7663bd007521,,,Germany,Waldemar Titzenthaler
14114,92c4a71e1c9b67339152,,print maker,Netherlands,Anthonie van den Bos
14115,92c965d1651309bb72c7,mentioned on object,painter,,Cornelis Kruseman
14116,92ccd20e3062f450b3bf,mentioned on object,print maker,Paris,Bernard Picart
14117,92cff067b45e6cc7a4f4,signed by artist,,,Samuel Bourne
14118,92d4f17fae733fca41bd,,painter,,Niccolò di Pietro Gerini
14119,92d6414a43a48e2b2920,,painter,Netherlands,Christiaan Julius Lodewijk Portman
14120,92d918f8626dae9e8a52,,,,Willem Diepraam
14121,92df4653c1ad3ecd213a,,print maker,Netherlands,anonymous
14122,92e0b2eb86a2e2176c92,rejected attribution,painter,,Frans Pourbus (II)
14123,92e0b2eb86a2e2176c92,,painter,Southern Netherlands,anonymous
14124,92e2de709aee792d4852,attributed to,print maker,Haarlem,Dirck Volckertsz. Coornhert
14125,92e30b27ddf840378fc8,,,Berlin,Waldemar Titzenthaler
14126,92e39424e744f985db29,mentioned on object,,Netherlands,Atelier Moderne
14127,92e53b0ebb52a62fe821,,print maker,Cologne,Crispijn van de Passe (I)
14128,92ea89dc0aed90dab778,,painter,,Ottmar Elliger (I)
14129,92ea8ec3a475be18b6c0,,,Amsterdam,Dirk Niekerk
14130,92f0f72758674f25fa47,,,,E. Andrews
14131,92f1bafefba15faf5e5f,signed by artist,print maker,Belgium,Jozef Van Ruyssevelt
